uuid,latitude,longitude,CLUSTER_kmeans
54dab2f2-94e9-4ff2-83a1-be3b4d324a34,44.1414900499651,15.5832614957184,5
b5d664cb-702a-4659-9caf-65de383c4641,45.5458847934348,18.5310310096266,12
806bd67d-abc6-484e-9a6e-21a99b51acd5,44.7836331466614,15.5115441725862,8
1ab00b91-66cc-43b0-a3a9-7febfa43e548,45.4029579537202,17.0373706747965,6
7bfec773-d389-4885-a3bb-99e3294758b5,46.0616207737809,15.8588153340915,10
bbba4329-e4ec-44ab-86ab-fb1d586f1599,45.6504308771158,18.0052726079647,1
d99b774a-60d1-414c-9680-93924ef2f99e,43.4096693266506,16.9735298910129,2
a8584dd4-73a8-40cd-afbb-d51c46f72813,43.6825608892103,16.6083462321409,2
fa03cec6-3a6f-4b5f-bc3b-2d8a8391c145,43.5760576810359,15.9639051750464,16
b5c2c57e-ee86-4a7c-94d9-653217a181a3,46.2135025182937,16.5974965135824,20
512f8ba1-dbcb-4112-8b6b-395344956a1d,45.1707385158388,15.7668691792637,7
d7007fa4-7bdb-4470-b1fc-354cf00d8d28,45.6451358909417,17.3255797145709,18
f7824b78-af68-4e0f-b64b-b20fa45edc08,46.2231464623928,16.6605265726442,3
23e685cb-77ad-41c0-94b6-710978340005,45.2963096170425,14.5270606130362,4
6e577bb5-4c18-4bc8-a071-f466500bbd51,45.3869422998093,17.7835170153344,11
ec0467cc-7b68-4466-a0c9-1761a92f8a7b,46.1647594036333,17.0495471038536,3
fa9bd265-de21-44d7-96f1-f58c8fb81022,45.3746392261762,17.9225999711077,11
4c84c945-e81a-423f-b1a7-99febb5aca3d,45.5059304724423,14.9149782776278,4
995f52a2-2aae-4550-b0ea-61eb50b69473,43.2872821756602,17.3217660709768,9
6a38d0e4-3339-42b0-992d-ac4340f0b19c,45.3443209867595,16.5355812898687,13
31f62d9b-2dc7-4f46-bd4d-d5577389b1e2,43.7546714383843,16.4420059097957,16
5c672fab-0559-4bdc-bdb6-dc4fc62bfff9,45.8171597277944,16.7207207456543,3
def53ccb-6991-479a-9907-640ddc79ff36,45.4792389095494,17.864424573552,11
e09a2047-bb5c-4845-b369-f860c1cfcfbd,45.70388361456,16.8585961776656,6
8674d1fc-143a-47cd-a0ea-c4d063a26132,45.1463315139549,13.9787710562756,19
3b4684a6-2d4e-4aac-9c1a-9382a5226bb5,46.3209359617767,16.1072559456384,20
622f7772-aa8b-463f-8aa8-e553b6fd06e9,45.5503113562106,17.205417314811,6
a194f701-b3e5-4060-ba7d-8748bcb368db,45.443188160134,18.615341430194,12
475e6980-f0b3-4bf8-bbb3-4bd4fa2e4075,45.743395114827,15.7944537500043,10
c6b474b1-1138-4fe0-a6db-58420a5b6b33,45.9853693838301,16.4655589551035,20
8eec3e84-fad4-462c-ae71-219186e15158,44.1962855472628,15.6206972005539,5
04ae4447-2c09-4b49-91e1-2096d78b6d1d,45.3376371865753,17.1967421252269,6
b133b8eb-31c0-4fc8-82fb-ee6eaa4e6ff0,43.207287735536,17.2400532667002,9
dc419abb-6c8e-4102-bca8-50d7bd23e760,45.6211483737431,15.321647124542,7
be0d0e93-0ba9-43e8-90ba-09e2f9aa7a2a,45.3517480944949,17.5901933339994,11
2aae18c2-1be2-4a43-86d2-b6a1f18cfba1,45.1981741924668,15.0220877607201,0
07fec09d-408d-4930-a7dc-4a1b64736b07,45.3838820090118,18.3964653405545,1
e2cdc895-6752-44aa-b3d1-51e216324cba,43.4877577,16.6264544,2
ca6c6a4b-36f5-48eb-b8da-0290c5e8335c,45.5133011042705,14.6965320685247,4
ae1895d5-100a-4ba6-be5f-ccba1b492b84,43.1630985096293,17.3889927311163,9
cd1c6760-ec09-4a2a-8801-b14033e75fdb,45.7947516721219,15.5729111146449,7
c750a4a7-2342-46b3-83d5-8341c740770c,46.288383758581,15.9730185688326,10
5a067c48-687e-430f-9872-0e0f51746212,46.0327819880019,16.0290975381393,10
fbe6073e-799d-414b-9c34-37f0653555a1,45.3841295330474,14.0433904125446,19
31be1504-ca4e-46f5-b4d3-76bd84cf86b2,45.0884564011856,18.7560453902338,17
70105afe-84bb-4f83-ad56-e1f2a9ec9bfc,45.1782097263459,13.8630793341491,19
88a1b73e-bfa8-45fc-b36d-715246c3b1a0,44.0624158821693,15.932418408742,16
46527780-dc76-4dd8-a511-47884e58274f,45.3350878115146,13.9591315173832,19
3545b2f4-99b0-4d4c-925c-e4ca16106669,43.8188063226885,16.5187470072947,2
3c9a7325-2611-41ca-a5a3-40e8ad3f34eb,44.5933094901217,15.9664984256418,15
e84c85ed-557e-4239-b357-1af5b51b7975,44.9398076706468,13.7912038363343,19
d07ffcc1-031c-498a-af89-a6cba0a014ca,46.2328704509891,16.4313603142731,20
8dc5c10c-a270-4904-bbff-5913a556f15d,45.4376314190905,13.5861953612089,19
d74a33cb-f5dd-4e2e-9857-94710d93e3c1,46.0311192320311,16.3695882429125,20
f48b6268-0295-4a2f-8591-381b6baa7a98,45.7763273434486,16.7405528224922,3
b1612523-7cb0-492b-a284-5966d10f5a20,44.825866502763,15.029987007896,8
906af883-24e1-4ef8-95bb-ee49b2b0aecd,45.618818417535,15.8301649579181,7
7b73f4c6-0d4d-4380-8d33-bd49a240d18e,45.8073998275197,15.6403132984476,10
06ca5c7c-7dcf-47aa-b2dd-e460297e2bdd,44.0069308796333,16.0960063881976,16
791237ff-ef5f-4db0-984a-4e7b23499c76,45.369079015298,18.2473735097751,1
d07352c2-4c08-4242-8297-2d4377c26a55,45.2801922500648,18.4372897991275,1
677f60a0-21e3-4aa2-bf57-54cbdcfe2827,42.6778639335971,18.0736598453228,14
8c0e4d23-519b-4d33-ae29-d3cc1960bb01,45.409258762307,17.0673916712009,6
8e4d0171-4378-4191-be17-b3e59547fb7c,45.2290360975593,17.7873753834685,11
7f7303c4-296d-4ba8-8e77-70cdee7b4159,45.9964422,17.0733359,18
89efe2a3-a83a-48a2-a819-ea829a3ea5d3,44.2824492,15.6074266,5
cc67a0d8-841b-4c89-935c-f7be4b64ef2a,43.8210330699225,16.239598728415,16
8b5cac62-8f9d-4f02-bc6f-7628b96908cd,44.4157727152388,15.9097353519515,15
5188b2f2-7981-4f70-88b9-34a2dc59e100,46.095417603642,16.5021964109331,20
90e54b7e-476d-46ee-816e-6541e3c752a4,45.4471761859852,18.9659837636615,17
06a060fd-38ff-47e9-86cd-903591cefc58,44.5668055570681,15.3170983429399,8
c84fdda0-c6da-43dd-803b-1ef52ee17b28,45.3433006531462,15.3422307255222,0
1539335b-b3a0-4df7-a187-f8aec07d316b,45.6061235,18.7912984,12
80e0d50d-8ed9-4a61-a4f9-0cdd1913daba,45.7564953778087,17.9146942995182,11
b1c5f77e-d523-4531-8ecb-ff791b3bc17c,45.9296773980806,15.9061053675768,10
43649e13-806c-4076-bc71-6673bcc3be9d,45.665281995004,15.9316791151575,10
cd8c3f79-f344-485c-ad3a-855522e81469,45.3530727732937,17.8441852514965,11
063d18a4-ba1f-4029-9f1f-3c7f0731c734,44.7858252541875,15.0980354694471,8
a2f34742-b2f3-4fa9-9384-d102e734f43b,44.7959885262789,15.6847205502763,15
68dec096-3d20-4291-88f5-55aeaefdb81b,45.2771118447312,14.7411116416943,4
4c67e724-94b4-44de-9764-6cbe0eb8c3fe,44.0793254642331,16.1672530264171,16
a44016d3-b7f9-4884-866c-5295b93c0836,45.1743126318859,15.6141153530723,7
bc63c454-22c5-4a74-a9f6-1fee427abe8f,45.7717088712551,15.7340936252813,10
088ccf4c-76cb-4088-acf4-824ad3019dcb,45.9459018679058,16.097681432506,10
2f808465-6a6d-4f2e-b45e-edbf5d1c9420,44.8789737114325,15.7373697420838,15
a1eef521-22b3-4b7c-9aac-de2424bf0c71,42.4770974325025,18.4333226612926,14
622e6e6e-93f0-48c9-bbbc-ce77919d3af8,45.3738395988042,16.1359839483415,13
4d78352c-855c-4658-a48b-cb4cfbbdc40a,46.2676125206895,16.0718325689411,20
559a4247-3fd5-4933-a95a-2a8f0720d63e,45.4245296914297,18.4583637294571,1
e6e6f04b-27b4-45da-9b9c-cacafdfe3570,44.0682083689349,15.69683896885,5
568a28b2-b71a-4240-9964-a7c7ec986ef5,43.4742243428221,17.2051278519928,9
65cd5e58-9d4f-4a06-90f9-553796ced93a,43.5099122477383,16.4978784102326,2
b96716e3-c564-4304-8224-d841928b50a4,45.9583923640175,15.8541542668845,10
9073d32b-c980-4e91-87b5-dfacb67094fa,43.6395139237209,16.6850535377034,2
cdcc0fb6-1b83-433c-b45a-c72570f269aa,45.3236439127787,17.0490495439254,6
0432f07c-75e6-4b84-84c7-776d8d6d453c,45.1811297424323,14.0482232925742,19
baaa7fea-eb6b-4154-b116-4a36de757b66,46.1474181685425,16.014240438191,10
ee21e5ac-31d4-48ee-93d4-2d871d73861b,45.5600978728042,17.8924139231532,11
0ece8860-90ac-4759-be77-7f59874c44a8,45.1626019211013,18.0600062682684,1
1fd64fc8-ccab-491d-97fd-095579c282e7,43.6537641258074,16.3187798026623,16
8d7ac41b-89d3-41c4-9b15-6937333f8ca6,45.2786609987778,15.2753672425672,0
99e0f09b-872c-412b-9007-88c2f3d0c073,44.1496407278112,15.8320590721638,5
8df3f043-f138-46d4-ae36-d14fd1a31093,45.8055809115596,15.6701226722544,10
19ec8edc-734f-406f-bc32-0e6f0aeb3bc2,45.6042912211402,18.1338483291129,1
73e6a23f-e8f9-43b4-b4b5-90bf1845cdd9,45.9974147,17.2774942,18
57cb3426-23dd-4c51-bae9-16bbb5c3ae21,43.9175419679626,15.6460478860715,5
c6de8da3-33f8-4eca-8ee6-4b4f8aaef65c,45.8604767511965,18.7524562023542,12
6761c3e1-c295-4d49-bc2a-1e7df7a0b218,45.6235123,18.8135166,12
752463fa-2c93-46cd-9aeb-6139c9f75864,45.6679922279186,17.9843973058058,1
00a19e17-de77-4fac-8f8e-1229cfd7946d,44.7705526802209,15.522081708063,8
327aff3b-f862-4115-8be5-bd5e195ce227,46.0579237052474,16.1834884845722,20
8c403373-0c64-4505-b464-756e0d74869b,45.2113980035741,13.7141116331932,19
fa28145a-605f-41ca-87bd-70c4158bb301,45.7497201110209,18.7440323213504,12
5f5eec8e-7f7b-48a7-a87d-da0f09f9deea,45.806371918388,17.727182163096,11
54cc7e29-bb30-424e-aee6-4b67e91e7d39,45.3135713501239,18.2060366949682,1
52ef9263-d5f5-4330-8326-26dc76699620,45.4219459200266,16.6182777145403,13
899ed746-e14e-4cbe-863b-b68addda3b8e,43.9384806090208,15.5146579131296,5
4d08ec4d-ad55-481b-8199-b58ef46d9c5e,45.8989790943402,17.4360435363667,18
70d6af43-caf7-4c2d-8231-b040a780258b,43.3101858,17.0244958,9
c99f208d-08ef-4bd0-b682-74e310d2b205,45.4568797170396,18.7713081869264,12
0ba17016-dca3-4f0b-847f-66261f1a2af5,45.1083296515708,15.5606238418242,7
757d4793-f76d-4a5b-b851-e812b05bc0c1,44.9893964692316,15.6713941067519,7
e8ce5828-3325-4758-bf91-b748bcf91e90,43.4892777209664,16.6022392565217,2
aba83022-956b-4da2-908c-d0c2d2751ea5,44.7330729911238,15.7197863002397,15
5c4a3b98-6921-4f72-b7e0-5e0b245d6814,45.7780909657817,16.2359506910335,13
1c88cc31-ef6c-47ba-99c8-c484b252238a,45.329604648638,15.3645637138113,7
ee93e18d-ccdc-434b-bea9-2ecceab7c263,45.3263985817567,16.1226075620332,13
983f2dbe-2f37-4ecc-aeb0-738b1a772422,45.8279383653141,15.7647365390443,10
b4669606-ffd7-4546-8e9d-cc295edfa6df,45.1295326449699,15.1921496302574,0
bb042380-6bda-41ca-b8d6-7fe2e24d943b,45.4883278135167,16.0340924383668,13
d338ab1f-e6a0-4d8b-95b0-66c30dd9701a,45.2628027381639,18.4081172836192,1
878154c7-6072-4fea-bce2-fb0305f5ec91,44.7165856807841,15.4327446859267,8
fd002417-b11d-42b9-bf83-bbc2231fbecc,44.9004222358919,15.0703046740381,8
1bc22255-aff7-4070-962e-a17180162b9f,42.8286859016164,17.8486541005683,14
c08f3112-f52a-475f-90a8-3cefb2feacc0,46.0844329282849,15.6278746140482,10
e75b992b-5606-498b-ade5-0ac7f72b492e,45.6345559847762,18.7727489320636,12
fda4ef75-5cb3-4858-ae07-fc5dbc3ab545,45.3544305567276,14.7162611145828,4
81273cca-829f-414d-974b-7eced6271d20,45.1830150302669,13.9317017910773,19
e2f89bf5-d723-4264-bbe9-eca706e24050,43.5127752253031,16.1808833826897,16
11751352-c21c-4ab4-a0e9-e8df5ddc63d0,45.983828429518,16.6283205550298,3
811bf38c-7633-47ea-af4f-a907235b0998,46.1638889929986,16.4660677118664,20
6b007df4-6e91-40aa-b0ed-9b12756513bb,45.4833635989566,16.1714365482376,13
8ca5a9d2-096b-443d-99d4-afbd7fc10fe6,42.5421547924768,18.3091812376587,14
a0d3d2b3-3162-43f4-9f1c-f0fc9708f313,45.6354647362125,16.996525634564,6
d9f1269c-6121-4495-89fe-92eb1e025937,45.7342752353021,16.6299464423007,3
4c793559-cd76-4f5a-bc51-aae581f064c3,45.4572749595917,13.562519331841,19
ced6faa7-92b4-4937-bcc8-cf4547c229a6,45.384987340492,15.7505517470289,7
7f25e666-bcdf-48f9-a364-4caadc190659,45.9770643264322,15.7252334788049,10
250725ea-4f92-4b3a-a8b7-688201164c13,42.4973833401977,18.3661785067256,14
b288c516-0113-45c1-8cec-800a907a0014,45.8712346933278,18.6994017518535,12
1979ccb5-0124-4849-bb5c-2da1aaa1d5b5,45.2102524316584,18.8561856120739,17
a97a9507-5873-4f91-9ee9-c4f9b0ef8996,45.523816614179,17.2381816385651,6
45de3b17-e04f-4dbb-aa68-f358841990ff,43.7788649900001,16.1355540398017,16
26bf0858-aeac-47fd-8a76-01cc6e75288f,43.702142,15.9278288,16
5b6bce95-b386-46fe-9af3-5ad48769b7e5,46.2937534765194,16.8954997656616,3
404985cf-2964-49fa-84b8-3bd9e282234d,45.4037222273095,14.0600685224058,19
f04976fc-1761-430f-a954-dec717d43451,44.8796175296376,18.9311250162807,17
f4d3595f-18ec-46e2-bb1b-47366f93348e,43.583052927005,16.0994367227577,16
850b9e14-fc84-4242-a2ed-268cbc3aba03,45.1791565255966,15.0572824256569,0
054c82fc-4a9d-4d39-bc60-d1f10f1e4c08,45.2396993804175,19.0940046701724,17
69c9818d-da00-4b77-be27-161317265d1d,45.9956994218569,16.5524846440535,3
5fb001fe-e437-48ce-ae67-83fe010084e2,44.9504789314169,15.5333431811816,8
b01b84aa-0dc8-43f9-b617-1ddbf642f1b5,43.5551678141181,16.0552653171035,16
586acc22-487e-4340-9b27-1fd492148c6f,45.2128383459501,15.6782429000877,7
870d5213-46f8-4133-8225-7207f0b63a1e,46.2266780935548,16.4131712649712,20
da821a7a-e55f-47f4-8c34-281b0b595e54,45.4764350301148,15.6058915457082,7
33a8607c-6f5f-4c74-bd5f-ef44984b5939,45.9658803966106,15.8281391351709,10
8b5b619d-6833-4993-be0b-76ee0c9ef3ce,45.7375730657806,17.040013951455,18
05eca7b2-1f72-446b-92b3-40e4b2dd7ad4,45.4162679105104,14.0898798039829,19
46fa5cbf-e3aa-460a-aaf4-e1e33612fce0,45.5827448224965,17.1250095647281,6
4c311d8e-fa7f-4a5b-a182-6dccf5b4e5a6,44.691644007127,15.8084257060883,15
9befba02-44d8-4e41-b60b-f7ec0f20bb08,46.0434048634352,16.5374748510499,3
9d6bedaa-a36b-4a69-9b8b-fef0dd302678,44.9811051281097,15.0695508391822,0
00739bd7-68c2-4022-940e-ecd8f2b0573b,45.1852460252426,14.8442573129129,4
49fa32ae-30ce-4ad0-aabd-f8426dbd01ad,46.1671334,15.6288588,10
06863c25-7349-4476-8897-3ec4ec8500b1,45.6079706669742,16.7019309097443,6
d5aab2f5-403a-43f2-a3dc-3f790d005fee,44.3254862677019,15.868860625235,15
d0b61525-c7a7-4319-982f-99a353e25973,45.8551751173273,16.6100428816523,3
d1b31aaa-06e9-4e36-8b83-906c4ca75e57,45.3951425940299,14.7024143607605,4
ed5c0e25-0c40-4e1a-a5cc-b92a593f3b25,43.6489776801393,16.632805363045,2
6d2a475b-d62d-4f78-86d4-fb6438efd048,45.6968201484855,17.2230004436839,18
e17bf88a-6aee-4222-86ce-9f6efd5ae856,45.3563084116835,18.7358528787151,17
42bf6277-1a5f-4bdf-af73-f1f3996a784a,46.0653019781183,16.6931708238664,3
76184124-7cab-46cb-8c95-d5bd1b4f8937,45.3226529329813,17.7780245987583,11
10eb2e12-d02b-4428-8ea3-96fc4d571c0c,45.1478212096386,13.8934273147172,19
d9c31f59-886e-47c0-9fa2-c8c1ae249dbc,45.7646105326422,17.1607155288233,18
0ac58930-d064-4ae3-acca-66eb8ce8f34a,45.5575158744699,17.2739855149079,18
05f305fe-9e92-42b0-a346-124c3f1da37a,45.6163820762051,15.8568758988166,7
50c2fc73-189a-4253-81dc-485d8e8256ed,45.5104654308269,15.6600973443611,7
e2dd0625-0830-4ae4-be89-2363cde9bbe5,45.1898777789466,14.6730024290089,4
bb9bf5a4-5f83-44b2-a8a1-414b7b3795e9,45.2101693069526,14.653580211234,4
4699418c-02aa-452e-93cf-90e709dd0ba8,45.7052238886038,15.9359589386778,10
9bab4546-ac0c-47e5-8025-143accfb9098,43.4533704182989,16.9408984553189,2
90190d02-f53d-47c1-9e74-b554ea9c8f70,45.2079354138787,15.1249551526348,0
f37c8b72-feeb-427e-a38d-01f3beaf6208,43.934238,16.5717287,2
ec63a1b6-2bb9-4490-8955-e89cdfa6d399,45.6949859449484,16.2425146978653,13
4cacc1b7-532b-4996-a9f1-9aa7d6167692,45.5391119764432,16.8405795995986,6
f590b26b-cedc-4eeb-ac12-9f0b2e860626,45.6178515900229,15.4814691388571,7
b8e41760-3ca7-4746-b102-390fb604a554,45.6220039612913,17.2714988784856,18
d4de32d3-9011-43bc-b22c-bd5df0d9d91b,46.1070293318232,16.2694427816017,20
30b6b2c1-f871-4132-97bc-f0d99c6af24c,45.1355397990579,15.1884007429586,0
910e1288-1c22-49a2-8fcc-0b356ee34b09,45.359506420368,15.5225230895855,7
3397832d-60c3-45e1-b53e-d4ca3f227e64,45.2762113388768,18.452762709463,1
50b539a5-d285-4ada-96f2-3e14cb696fc8,46.2000849958966,16.4113761674841,20
03484ffb-36e5-4de1-a702-ecf85d290c2d,45.5575315360102,14.6931660769702,4
a155fee5-c3e6-4612-986a-4a87bf1fde92,45.8540742732542,16.5036032602964,3
4f628bf9-fa73-4ee9-b56c-86abe0ebe519,45.213255026896,15.7398364954248,7
109d804a-e42e-40e1-a1c9-f9b6a3c5ac68,46.2431611049984,16.6846367144696,3
3b5813d9-18aa-49ed-9a74-3ecd70bbda7d,45.2540745,16.9588293,6
05c8ba1b-88ef-4212-9938-46b5e8c40d74,45.7159409431391,17.2625395858572,18
67da92a2-70ad-494a-8373-af526e6ae2f3,44.3458366394043,15.4824476242065,5
5bb1fbda-781f-46ab-8ee7-cf207d000cf3,43.6031306177322,16.2038157076887,16
71fcc6b4-823d-4ce5-920c-ccb1132a4ed7,44.0995881871339,15.2608218996926,5
f3187407-8dd0-4197-ab57-cc26fcc4d798,45.6358152074183,17.8191909124902,11
36ead764-7028-40ad-a6c0-190acb898937,44.5829690304533,15.426761991614,8
db8cccce-5862-4f12-9d8a-f257f10c4c79,43.9654391415475,15.6266747551145,5
2d29bd2a-0d2e-433f-b3ec-b9a1b91b842e,45.3534812380162,15.7167703562571,7
3a8b488c-1b6b-4083-b082-3c6fdaf4556d,46.5090598799742,16.3646752176049,20
7d2b3f42-73d1-4066-8ccb-5bccf58fefee,45.2626274933302,18.2080738384978,1
2970e5b1-52f8-4f87-a324-488287bb2e5f,44.9373736,15.6718271,15
456cf1d1-ecf1-49d0-95d3-6fea037139a5,45.2863903317374,16.2618561165114,13
3f207051-1027-40eb-9229-0018ccb9ebd9,44.664767255246,15.149335862238,8
3c88eb80-ffb3-4405-895e-5138c9f81dd5,45.3165512276098,18.1917186615159,1
6068c0f2-d852-4549-9846-ff2c1e85c7a6,45.1901439933022,14.0495100997052,19
9f6bca36-ffd1-44ba-b082-72349c6c17ff,45.0564807087056,17.8560918876804,11
49c59a8c-2448-4b40-bf55-bf9029b998d1,43.575703670348,15.9724969950769,16
0a1ff5aa-02e3-487d-b4b1-29920ae9b0aa,45.0748390227417,13.7814451833806,19
39cbae7e-a096-45d3-900a-7d944d0b152e,44.777224066198,15.3594292755536,8
9e1dfc6b-90c3-4042-bbaf-c93c6261dd42,45.741219464261,17.039797771307,18
11d80553-8a3a-4e66-9693-81c99458692b,43.6183343825807,16.2541777063843,16
1dce57dd-7990-4d29-af40-903932c8c491,43.9804876,15.4174863,5
8390f42b-9621-45b0-b44c-0bd0dd588c6d,45.3426184986886,15.4334373926716,7
f8f86c5b-6297-4add-a5bd-2d1dc2d2f947,44.0904749503414,16.037314283344,16
02314bce-307e-427e-822d-7a9de75fa776,44.2773356479283,15.2219290616073,5
0f2ae35c-d1a9-4338-9415-3f153809eb15,45.6257656373736,18.4470491047965,12
3586173e-7e99-44bb-8c98-eeb88da8d927,46.2559150271691,16.6568493244416,3
e4027df1-a6a2-4095-8286-9581731bc3f0,45.2519527971897,18.8424159075453,17
a8b2570f-9960-47a1-8a0f-3868af211384,44.4858208213386,15.7971675524971,15
fe67463c-1741-460a-80db-f65fcf4d9bfa,45.2001614723318,16.3643365725875,13
072dc95c-4fb1-47e0-9000-e0de9ce1588b,45.2601480348379,16.1267503492829,13
200d13e3-4da0-42ea-bac5-c4b553f546f5,43.0645624352842,17.5239131967426,9
aab55383-312f-4a7d-836d-8027baa8dc88,44.4084109996068,15.6723351488367,15
b3eab651-2d04-4449-a14f-969e97bce25d,44.5647309709144,15.4529880085738,8
5ee663ad-7282-4a2a-b682-3d7ae998756d,42.8422395875946,17.841048720336,14
d30d5707-df91-49ee-ace7-c38ebf5870b9,45.2884919071072,18.3087526237295,1
c9656f47-bb9e-477a-881a-1bed513cf88c,45.3367766069662,16.2827174352757,13
aba24fd5-be2b-44fc-a037-321b7127f8a7,42.979458269543,17.3141385521619,9
ddf539bc-540a-4e9d-8fe5-008cddcf47f7,44.3793264734709,15.6313362156619,15
cfcc21b4-f387-4809-9f7f-30d8bf2650d1,44.3054134132792,15.8133412619336,15
24015afa-2a68-4513-a0a3-72dcd7195f5e,45.6126038692993,15.9138711345528,10
d6e808c9-f2d2-40f0-bbb2-987b88ceb8d2,45.9901092077322,17.2167195355512,18
b0936178-d72f-44e2-b418-0a81231f183d,45.1511023681881,13.8970736020646,19
72667532-f21d-41f3-abd2-1cb4baad267e,45.2581580892111,18.2441942888495,1
6e3b36d8-0a6a-4346-8847-1a6970d83638,45.5966621184614,16.5833372789053,13
ae6a6e94-dba8-4f0d-b9a8-53ea608e5b95,43.4491355148063,16.9469235405943,2
2503e423-5e0e-48f0-ae46-1e2cfeb6267b,45.5208554424987,17.0941832676835,6
b1d53f81-09e3-4f6d-a7b4-a1db6dd41f26,45.2269412470527,15.9106472887285,7
884e46dd-4a7a-4d14-acdb-2c5c2df1fb09,44.0101379921166,15.8024416053257,5
a6cbbe71-4e6d-4475-b1cf-5a3da5640db1,43.8019849484298,16.256061710725,16
c5db4e17-04c8-48d3-bce0-ae25efd6ecdd,45.9416712201406,15.8826229107589,10
8ce39870-e669-48b8-baf9-9810f4b65274,44.4917342572047,15.3020550910173,8
489bcecf-605e-4abf-bda0-31162410e6d4,43.7358441956259,16.4023859175585,16
61bbc662-7eb2-4dbe-bb4d-c7ecedfbe097,46.423910940937,16.4282566082745,20
7291fc29-9200-4e99-b6a3-fb7bf37277a1,45.6597050286423,18.6782971084484,12
c74597d7-0469-4500-b145-e654a8abc39c,45.4076210821884,18.8546760726334,17
8c2bb7ce-c057-4738-820a-161cfd961ac8,44.9785238742747,15.4011670953589,8
df14ffc1-077a-42a8-9760-19a8a6b19d5c,45.8871459621577,16.3347019486388,20
276fd744-fe79-4587-a5c3-77feb2c56891,46.3141866270841,16.0288126810763,20
6223c6e4-1abe-4512-b102-1185cbd0b854,45.3316877894217,13.5847107705142,19
3c1278bc-69f0-4688-9225-6fcd3085b655,44.6279389685345,15.2165649483919,8
65c1a990-0576-4d73-8506-117abd5c5d10,45.3874783528083,15.7504036105219,7
6a10d3ab-fc35-450b-8590-e31ef07d8b94,44.9628179,14.055215,19
834f5595-5186-47d5-80d0-60760227e6ee,45.27845537422,17.1635574547691,6
85691b61-db5b-4ac9-8d50-0200001ab999,45.6821564454153,16.0895610228181,10
25383c59-abf9-442c-bf3e-37f23095917b,45.7127602603454,15.7463368534857,10
f643ffeb-1e35-4aa4-ae9c-40a7867552e1,45.902229131933,16.1189954426759,10
dba1a946-e105-4cff-970a-247c34d5fe95,45.4532409225333,15.7037348608025,7
f147b9ef-07cc-4c98-8f2d-deeb3bc7d322,43.5439465159095,17.0291919269205,2
